"Freq [GHz]","mag(S(SMA_connector_FPRFS_IP1_1,SMA_connector_FPRFS_IP1_1)) []"
2.72,0.181595723221355
2.73,0.190151011531642
2.74,0.200614292688657
2.75,0.212342512405435
2.76,0.22482866237809
2.77,0.237694653982431
2.78,0.25066921130988
2.79,0.263563542008325
2.8,0.276250093153694
2.81,0.288645741100048
2.82,0.300699124174041
2.83,0.31238133702567
2.84,0.323679185405368
2.85,0.334590331396641
2.86,0.345119813218322
2.87,0.35527755748082
2.88,0.365076606123326
2.89,0.374531857805515
2.9,0.383659179838426
2.91,0.392474787198407
2.92,0.4009948141261
2.93,0.409235024536433
2.94,0.417210622325688
2.95,0.424936133348943
2.96,0.432425338554038
2.97,0.439691243344014
2.98,0.446746072299219
2.99,0.453601281349102
3,0.460267581646301
3.01,0.466754970979574
3.02,0.473072769724104
3.03,0.479229659181
3.04,0.485233720784277
3.05,0.491092475113459
3.06,0.496812919986642
3.07,0.502401567154719
3.08,0.507864477296129
3.09,0.513207293140309
3.1,0.518435270640143
3.11,0.523553308178518
3.12,0.528565973838784
3.13,0.533477530798935
3.14,0.538291960928365
3.15,0.543012986677241
3.16,0.547644091354026
3.17,0.552188537888009
3.18,0.556649386172165
3.19,0.56102950907812
3.2,0.565331607230036
3.21,0.569558222618459
3.22,0.573711751128723
3.23,0.577794454051835
3.24,0.581808468638874
3.25,0.585755817752979
3.26,0.589638418666051
3.27,0.593458091040336
3.28,0.597216564128101
3.29,0.600915483215658
3.3,0.604556415330909
3.31,0.608140854226412
3.32,0.611670224642575
3.33,0.615145885847802
3.34,0.618569134444327
3.35,0.621941206419695
3.36,0.625263278414434
3.37,0.628536468166125
3.38,0.63176183407865
3.39,0.634940373852587
3.4,0.638073022098359
3.41,0.641160646837344
3.42,0.64420404477747
3.43,0.647203935228314
3.44,0.650160952495867
3.45,0.653075636568328
3.46,0.655948421870733
3.47,0.658779623827056
3.48,0.661569422922553
3.49,0.664317845905357
3.5,0.66702474370305
3.51,0.66968976555555
3.52,0.672312328777868
3.53,0.674891583462784
3.54,0.677426371311277
3.55,0.679915177634137
3.56,0.682356075397713
3.57,0.684746659985464
3.58,0.68708397310947
3.59,0.689364414026547
3.6,0.691583635884991
3.61,0.693736424643335
3.62,0.695816557553976
3.63,0.697816637685036
3.64,0.699727900357046
3.65,0.701539986693444
3.66,0.703240678726897
3.67,0.704815589677078
3.68,0.706247802143808
3.69,0.707517446089324
3.7,0.708601207696217
3.71,0.709471759617959
3.72,0.710097103000085
3.73,0.71043981227047
3.74,0.710456175570216
3.75,0.710095227547749
3.76,0.709297678109877
3.77,0.707994752074831
3.78,0.706106972489517
3.79,0.703542947254194
3.8,0.700198257863345
3.81,0.695954604194928
3.82,0.690679433962322
3.83,0.684226382069406
3.84,0.676436962737984
3.85,0.667144088216338
3.86,0.65617811281582
3.87,0.643376183276937
3.88,0.628595657318507
3.89,0.611732151449708
3.9,0.592742306920148
3.91,0.571670548862487
3.92,0.548677953421726
3.93,0.524069937216814
3.94,0.498318069432783
3.95,0.472070161160528
3.96,0.446142125664897
3.97,0.421485052719796
3.98,0.399121880232853
3.99,0.380051395360407
4,0.365125796321037
4.01,0.354923218774884
4.02,0.349652666641189
4.03,0.349130276533499
4.04,0.352841159264766
4.05,0.36006224702399
4.06,0.36999825750071
4.07,0.381889970316366
4.08,0.395078397305847
4.09,0.409029355228059
4.1,0.423331733941032
4.11,0.437682312758464
4.12,0.451866000238511
4.13,0.465736422599419
4.14,0.47919904518181
4.15,0.492197446960869
4.16,0.504702608140206
4.17,0.516704773019159
4.18,0.528207386315748
4.19,0.539222640286973
4.2,0.549768244882543
4.21,0.559865112243147
4.22,0.569535717251634
4.23,0.57880295375138
4.24,0.587689351642804
4.25,0.596216555040608
4.26,0.604404988052853
4.27,0.612273654423488
4.28,0.619840031856045
4.29,0.627120032577521
4.3,0.634128009588612
4.31,0.640876793821957
4.32,0.647377751649646
4.33,0.653640855256801
4.34,0.659674760634211
4.35,0.665486889563242
4.36,0.671083513135132
4.37,0.676469835184762
4.38,0.68165007461427
4.39,0.686627545999491
4.4,0.691404738159341
4.41,0.695983390559987
4.42,0.700364567547576
4.43,0.704548730474177
4.44,0.708535807815599
4.45,0.712325263387125
4.46,0.715916162751698
4.47,0.719307237890722
4.48,0.722496950174797
4.49,0.725483551633805
4.5,0.728265144485811
