"Freq [GHz]","RadiationEfficiency []"
3.38,0.752754642005444
3.39,0.751226641961072
3.4,0.749584459644498
3.41,0.747823881202544
3.42,0.745940240412033
3.43,0.743928379882063
3.44,0.741782616542408
3.45,0.739496719948334
3.46,0.737063847771904
3.47,0.734476529997795
3.48,0.731726591560472
3.49,0.728805110153137
3.5,0.725702369098832
3.51,0.722407768905344
3.52,0.7189097794292
3.53,0.715195837434559
3.54,0.711252306973385
3.55,0.707064331146331
3.56,0.702615799644706
3.57,0.697889208690668
3.58,0.692865580988172
3.59,0.687524347057396
3.6,0.681843259608757
3.61,0.675798276211453
3.62,0.669363487413004
3.63,0.662511033164597
3.64,0.655211067789275
3.65,0.647431743931366
3.66,0.639139277110966
3.67,0.630298075827386
3.68,0.620870989701884
3.69,0.610819701036765
3.7,0.600105335151726
3.71,0.588689288874255
3.72,0.576534438752977
3.73,0.563606715028854
3.74,0.549877180513308
3.75,0.535324652440522
3.76,0.519938925889728
3.77,0.503724583579839
3.78,0.486705358491738
3.79,0.468929032658298
3.8,0.450472915570345
3.81,0.431449969380449
3.82,0.41201485815156
3.83,0.392367630465578
3.84,0.37275169962273
3.85,0.353445075131933
3.86,0.334748205977183
3.87,0.316973850812617
3.88,0.300444281948345
3.89,0.285501947008742
3.9,0.272532428212143
3.91,0.261971431735083
3.92,0.25425500554901
3.93,0.249721840559346
3.94,0.248530673627189
3.95,0.250633462207834
3.96,0.255793074822079
3.97,0.263620209355822
3.98,0.273616417706001
3.99,0.285219211038821
4,0.297846768754759
4.01,0.310939219478462
4.02,0.32399385996079
4.03,0.336593055719556
4.04,0.348424831472366
4.05,0.359296687949638
4.06,0.369142666782235
4.07,0.378022335777335
4.08,0.386109068354801
4.09,0.393665044732121
4.1,0.40100233966931
4.11,0.408433827411847
4.12,0.416222348133499
4.13,0.424539602812
4.14,0.433444895017731
4.15,0.44288797562691
4.16,0.452732441761059
4.17,0.462790484746338
4.18,0.472858399157719
4.19,0.482744864417457
4.2,0.492288052374593
4.21,0.501361606745333
4.22,0.509872105869491
4.23,0.517751855675585
4.24,0.524951021453756
4.25,0.531431890140863
4.26,0.537166657301462
4.27,0.542138266329147
4.28,0.546343050796111
4.29,0.549794150989997
4.3,0.552525226907376
4.31,0.554593908953264
4.32,0.556083248625114
4.33,0.557098007914266
4.34,0.557753086180528
4.35,0.558154585455156
4.36,0.558379586330662
4.37,0.558463488829193
4.38,0.558400665560317
4.39,0.558156775514719
4.4,0.557685703289884
4.41,0.556944131063755
4.42,0.555899924751849
4.43,0.554533019558054
4.44,0.552828777474962
4.45,0.550766706923193
4.46,0.548312140227028
4.47,0.545418890646725
4.48,0.542043531967958
4.49,0.538163657217939
4.5,0.533791891844227
