"Freq [GHz]","mag(S(SMA_connector_FPRFS_IP1_1,SMA_connector_FPRFS_IP1_1)) []"
2.75,0.529459045917579
2.76,0.549215039531493
2.77,0.567856944010235
2.78,0.585403054774916
2.79,0.601885842840269
2.8,0.617347425584622
2.81,0.631836083616158
2.82,0.645403613331718
2.83,0.658103343324337
2.84,0.669988674467939
2.85,0.68111202978746
2.86,0.691524122103191
2.87,0.701273465622095
2.88,0.710406072680991
2.89,0.718965289183123
2.9,0.726991732312687
2.91,0.734523302219709
2.92,0.741595245859809
2.93,0.748240256330826
2.94,0.754488595114505
2.95,0.760368227813624
2.96,0.765904966447847
2.97,0.771122613278921
2.98,0.776043102596657
2.99,0.780686638006478
3,0.785071823595204
3.01,0.78921578797391
3.02,0.793134300656826
3.03,0.796841880567041
3.04,0.800351896698049
3.05,0.803676661124477
3.06,0.806827514665794
3.07,0.809814905576459
3.08,0.812648461675767
3.09,0.815337056348844
3.1,0.817888868852641
3.11,0.820311439352662
3.12,0.822611719100354
3.13,0.824796116140869
3.14,0.8268705369177
3.15,0.828840424116224
3.16,0.830710791063281
3.17,0.832486252975685
3.18,0.834171055327087
3.19,0.835769099580294
3.2,0.837283966511893
3.21,0.838718937337363
3.22,0.840077012828451
3.23,0.841360930600574
3.24,0.842573180736854
3.25,0.843716019907668
3.26,0.844791484141083
3.27,0.84580140040169
3.28,0.846747397144959
3.29,0.847630914034207
3.3,0.848453211042316
3.31,0.849215377216622
3.32,0.849918339473436
3.33,0.850562871922628
3.34,0.851149606423685
3.35,0.851679045370068
3.36,0.85215157811773
3.37,0.852567503026362
3.38,0.852927057684079
3.39,0.853230460132057
3.4,0.853477962400506
3.41,0.853669910149979
3.42,0.853806776563627
3.43,0.853889063276865
3.44,0.853916768033417
3.45,0.853887738532906
3.46,0.853794002778052
3.47,0.853617224796557
3.48,0.853331813736119
3.49,0.852924494678145
3.5,0.8524088814446
3.51,0.851808591308338
3.52,0.85113578681613
3.53,0.850389604484402
3.54,0.84956303371269
3.55,0.84864748365252
3.56,0.847634345297349
3.57,0.846515190062407
3.58,0.84528156762149
3.59,0.843924745466313
3.6,0.842435475938361
3.61,0.84080379706383
3.62,0.839018855285539
3.63,0.837068737173906
3.64,0.834940299688226
3.65,0.832618990919709
3.66,0.830088654814483
3.67,0.827331314227352
3.68,0.824326926991377
3.69,0.821053109670251
3.7,0.817484823410146
3.71,0.813594015914435
3.72,0.809349213104383
3.73,0.804715053583761
3.74,0.799651758699875
3.75,0.794114530936949
3.76,0.788052873810632
3.77,0.781409827683384
3.78,0.774121118478841
3.79,0.76611422086012
3.8,0.757307345107364
3.81,0.747608369206649
3.82,0.736913756719871
3.83,0.725107529896173
3.84,0.712060410419073
3.85,0.697629302821789
3.86,0.681657385328852
3.87,0.663975198919305
3.88,0.644403298631243
3.89,0.622757263351137
3.9,0.598856162971881
3.91,0.572535964372349
3.92,0.543669827926742
3.93,0.512197816634682
3.94,0.478169248058733
3.95,0.441801865162484
3.96,0.403563354946366
3.97,0.364282432481171
3.98,0.325296642027778
3.99,0.288631242388696
4,0.257140312139963
4.01,0.234355748693577
4.02,0.223558668390656
4.03,0.226039353936321
4.04,0.240053792801186
4.05,0.26186643184688
4.06,0.287623916585657
4.07,0.314383688539876
4.08,0.34026010381302
4.09,0.364237265886573
4.1,0.38594584641348
4.11,0.405476434112643
4.12,0.423225512449792
4.13,0.439759241921805
4.14,0.455688202028959
4.15,0.471557520964994
4.16,0.487764568323207
4.17,0.50451628709483
4.18,0.521829964820982
4.19,0.539569538598803
4.2,0.557501159711133
4.21,0.575350566164532
4.22,0.592849745996203
4.23,0.60976750598847
4.24,0.625924420616526
4.25,0.641195807023611
4.26,0.655507153920991
4.27,0.668825808364237
4.28,0.681151595839072
4.29,0.692507961866244
4.3,0.702934400183646
4.31,0.712480400876802
4.32,0.721200854858182
4.33,0.729152714004684
4.34,0.736392665165829
4.35,0.742975585893627
4.36,0.748953581721377
4.37,0.754375443071164
4.38,0.75928639631527
4.39,0.763728054772302
4.4,0.767738500633887
4.41,0.771352448361121
4.42,0.774601454812055
4.43,0.777514152214681
4.44,0.780116487961639
4.45,0.782431960810815
4.46,0.784481847018405
4.47,0.786285412660799
4.48,0.787860110259392
4.49,0.789221759060215
4.5,0.790384709121655
