"Freq [GHz]","RadiationEfficiency []"
4.4,0.101434649210135
4.41,0.105001158279903
4.42,0.108680954979191
4.43,0.112563436490514
4.44,0.116697469385468
4.45,0.12107290193601
4.46,0.125624356895281
4.47,0.130271329967901
4.48,0.135054477942947
4.49,0.140252899993085
4.5,0.145855727929624
