"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+9.30500000000E+008, -2.41961560448E+000, +0.00000000000E+000
+9.33250000000E+008, -2.43988571414E+000, +0.00000000000E+000
+9.36000000000E+008, -2.46069946322E+000, +0.00000000000E+000
+9.38750000000E+008, -2.48215301384E+000, +0.00000000000E+000
+9.41500000000E+008, -2.50414359484E+000, +0.00000000000E+000
+9.44250000000E+008, -2.52695603224E+000, +0.00000000000E+000
+9.47000000000E+008, -2.55102314881E+000, +0.00000000000E+000
+9.49750000000E+008, -2.57588782487E+000, +0.00000000000E+000
+9.52500000000E+008, -2.60158717917E+000, +0.00000000000E+000
+9.55250000000E+008, -2.62838851636E+000, +0.00000000000E+000
+9.58000000000E+008, -2.65591087084E+000, +0.00000000000E+000
+9.60750000000E+008, -2.68425413400E+000, +0.00000000000E+000
+9.63500000000E+008, -2.71331755188E+000, +0.00000000000E+000
+9.66250000000E+008, -2.74301115462E+000, +0.00000000000E+000
+9.69000000000E+008, -2.77359895695E+000, +0.00000000000E+000
+9.71750000000E+008, -2.80465823669E+000, +0.00000000000E+000
+9.74500000000E+008, -2.83639922561E+000, +0.00000000000E+000
+9.77250000000E+008, -2.86915318460E+000, +0.00000000000E+000
+9.80000000000E+008, -2.90251811229E+000, +0.00000000000E+000
+9.82750000000E+008, -2.93666088799E+000, +0.00000000000E+000
+9.85500000000E+008, -2.97166942136E+000, +0.00000000000E+000
+9.88250000000E+008, -3.00780168335E+000, +0.00000000000E+000
+9.91000000000E+008, -3.04520633011E+000, +0.00000000000E+000
+9.93750000000E+008, -3.08343333000E+000, +0.00000000000E+000
+9.96500000000E+008, -3.12269269065E+000, +0.00000000000E+000
+9.99250000000E+008, -3.16258169739E+000, +0.00000000000E+000
+1.00200000000E+009, -3.20342676045E+000, +0.00000000000E+000
+1.00475000000E+009, -3.24500318035E+000, +0.00000000000E+000
+1.00750000000E+009, -3.28739571858E+000, +0.00000000000E+000
+1.01025000000E+009, -3.33047855073E+000, +0.00000000000E+000
+1.01300000000E+009, -3.37449777387E+000, +0.00000000000E+000
+1.01575000000E+009, -3.41903194332E+000, +0.00000000000E+000
+1.01850000000E+009, -3.46475365779E+000, +0.00000000000E+000
+1.02125000000E+009, -3.51106500526E+000, +0.00000000000E+000
+1.02400000000E+009, -3.55818893397E+000, +0.00000000000E+000
+1.02675000000E+009, -3.60664042547E+000, +0.00000000000E+000
+1.02950000000E+009, -3.65610428353E+000, +0.00000000000E+000
+1.03225000000E+009, -3.70715312715E+000, +0.00000000000E+000
+1.03500000000E+009, -3.75956792993E+000, +0.00000000000E+000
+1.03775000000E+009, -3.81255323978E+000, +0.00000000000E+000
+1.04050000000E+009, -3.86674094687E+000, +0.00000000000E+000
+1.04325000000E+009, -3.92128793032E+000, +0.00000000000E+000
+1.04600000000E+009, -3.97601898727E+000, +0.00000000000E+000
+1.04875000000E+009, -4.03117309621E+000, +0.00000000000E+000
+1.05150000000E+009, -4.08669856761E+000, +0.00000000000E+000
+1.05425000000E+009, -4.14225185749E+000, +0.00000000000E+000
+1.05700000000E+009, -4.19761258212E+000, +0.00000000000E+000
+1.05975000000E+009, -4.25270530213E+000, +0.00000000000E+000
+1.06250000000E+009, -4.30792964035E+000, +0.00000000000E+000
+1.06525000000E+009, -4.36270185298E+000, +0.00000000000E+000
+1.06800000000E+009, -4.41764252268E+000, +0.00000000000E+000
+1.07075000000E+009, -4.47178227815E+000, +0.00000000000E+000
+1.07350000000E+009, -4.52541615040E+000, +0.00000000000E+000
+1.07625000000E+009, -4.57824916437E+000, +0.00000000000E+000
+1.07900000000E+009, -4.62988987212E+000, +0.00000000000E+000
+1.08175000000E+009, -4.67975620152E+000, +0.00000000000E+000
+1.08450000000E+009, -4.72813956643E+000, +0.00000000000E+000
+1.08725000000E+009, -4.77412264350E+000, +0.00000000000E+000
+1.09000000000E+009, -4.81859612417E+000, +0.00000000000E+000
+1.09275000000E+009, -4.86160588214E+000, +0.00000000000E+000
+1.09550000000E+009, -4.90285580434E+000, +0.00000000000E+000
+1.09825000000E+009, -4.94324970983E+000, +0.00000000000E+000
+1.10100000000E+009, -4.98213321657E+000, +0.00000000000E+000
+1.10375000000E+009, -5.02033460239E+000, +0.00000000000E+000
+1.10650000000E+009, -5.05821131429E+000, +0.00000000000E+000
+1.10925000000E+009, -5.09511618553E+000, +0.00000000000E+000
+1.11200000000E+009, -5.13108178691E+000, +0.00000000000E+000
+1.11475000000E+009, -5.16629154360E+000, +0.00000000000E+000
+1.11750000000E+009, -5.20109306423E+000, +0.00000000000E+000
+1.12025000000E+009, -5.23468105452E+000, +0.00000000000E+000
+1.12300000000E+009, -5.26674097231E+000, +0.00000000000E+000
+1.12575000000E+009, -5.29763734609E+000, +0.00000000000E+000
+1.12850000000E+009, -5.32742251730E+000, +0.00000000000E+000
+1.13125000000E+009, -5.35597608919E+000, +0.00000000000E+000
+1.13400000000E+009, -5.38417757209E+000, +0.00000000000E+000
+1.13675000000E+009, -5.41138700578E+000, +0.00000000000E+000
+1.13950000000E+009, -5.43865454352E+000, +0.00000000000E+000
+1.14225000000E+009, -5.46550492959E+000, +0.00000000000E+000
+1.14500000000E+009, -5.49183231805E+000, +0.00000000000E+000
+1.14775000000E+009, -5.51801042100E+000, +0.00000000000E+000
+1.15050000000E+009, -5.54445972417E+000, +0.00000000000E+000
+1.15325000000E+009, -5.57069375315E+000, +0.00000000000E+000
+1.15600000000E+009, -5.59754369940E+000, +0.00000000000E+000
+1.15875000000E+009, -5.62426844492E+000, +0.00000000000E+000
+1.16150000000E+009, -5.65132632295E+000, +0.00000000000E+000
+1.16425000000E+009, -5.67874995959E+000, +0.00000000000E+000
+1.16700000000E+009, -5.70623606770E+000, +0.00000000000E+000
+1.16975000000E+009, -5.73360414303E+000, +0.00000000000E+000
+1.17250000000E+009, -5.76065617286E+000, +0.00000000000E+000
+1.17525000000E+009, -5.78759660225E+000, +0.00000000000E+000
+1.17800000000E+009, -5.81413320339E+000, +0.00000000000E+000
+1.18075000000E+009, -5.84085003235E+000, +0.00000000000E+000
+1.18350000000E+009, -5.86775045287E+000, +0.00000000000E+000
+1.18625000000E+009, -5.89521729618E+000, +0.00000000000E+000
+1.18900000000E+009, -5.92360820251E+000, +0.00000000000E+000
+1.19175000000E+009, -5.95350154885E+000, +0.00000000000E+000
+1.19450000000E+009, -5.98455836118E+000, +0.00000000000E+000
+1.19725000000E+009, -6.01776545277E+000, +0.00000000000E+000
+1.20000000000E+009, -6.05291120686E+000, +0.00000000000E+000
+1.20275000000E+009, -6.09043235900E+000, +0.00000000000E+000
+1.20550000000E+009, -6.13027575685E+000, +0.00000000000E+000
+1.20825000000E+009, -6.17187231801E+000, +0.00000000000E+000
+1.21100000000E+009, -6.21536180025E+000, +0.00000000000E+000
+1.21375000000E+009, -6.25989237381E+000, +0.00000000000E+000
+1.21650000000E+009, -6.30527185084E+000, +0.00000000000E+000
+1.21925000000E+009, -6.35090067990E+000, +0.00000000000E+000
+1.22200000000E+009, -6.39670864053E+000, +0.00000000000E+000
+1.22475000000E+009, -6.44346341056E+000, +0.00000000000E+000
+1.22750000000E+009, -6.49217155649E+000, +0.00000000000E+000
+1.23025000000E+009, -6.54226948276E+000, +0.00000000000E+000
+1.23300000000E+009, -6.59345248411E+000, +0.00000000000E+000
+1.23575000000E+009, -6.64537735762E+000, +0.00000000000E+000
+1.23850000000E+009, -6.69877006998E+000, +0.00000000000E+000
+1.24125000000E+009, -6.75347676018E+000, +0.00000000000E+000
+1.24400000000E+009, -6.80868735326E+000, +0.00000000000E+000
+1.24675000000E+009, -6.86482009826E+000, +0.00000000000E+000
