"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+8.23250000000E+008, -2.57118736245E+000, +0.00000000000E+000
+8.26000000000E+008, -2.56018952265E+000, +0.00000000000E+000
+8.28750000000E+008, -2.54940826364E+000, +0.00000000000E+000
+8.31500000000E+008, -2.53896202871E+000, +0.00000000000E+000
+8.34250000000E+008, -2.52874835797E+000, +0.00000000000E+000
+8.37000000000E+008, -2.51890024118E+000, +0.00000000000E+000
+8.39750000000E+008, -2.50913807882E+000, +0.00000000000E+000
+8.42500000000E+008, -2.49974900025E+000, +0.00000000000E+000
+8.45250000000E+008, -2.49022586718E+000, +0.00000000000E+000
+8.48000000000E+008, -2.48070417614E+000, +0.00000000000E+000
+8.50750000000E+008, -2.47091040053E+000, +0.00000000000E+000
+8.53500000000E+008, -2.46114233539E+000, +0.00000000000E+000
+8.56250000000E+008, -2.45111967631E+000, +0.00000000000E+000
+8.59000000000E+008, -2.44078344996E+000, +0.00000000000E+000
+8.61750000000E+008, -2.43040917663E+000, +0.00000000000E+000
+8.64500000000E+008, -2.42007482837E+000, +0.00000000000E+000
+8.67250000000E+008, -2.40983432862E+000, +0.00000000000E+000
+8.70000000000E+008, -2.39983740922E+000, +0.00000000000E+000
+8.72750000000E+008, -2.39002543264E+000, +0.00000000000E+000
+8.75500000000E+008, -2.38041592966E+000, +0.00000000000E+000
+8.78250000000E+008, -2.37087506258E+000, +0.00000000000E+000
+8.81000000000E+008, -2.36141144558E+000, +0.00000000000E+000
+8.83750000000E+008, -2.35202225265E+000, +0.00000000000E+000
+8.86500000000E+008, -2.34232531969E+000, +0.00000000000E+000
+8.89250000000E+008, -2.33254841643E+000, +0.00000000000E+000
+8.92000000000E+008, -2.32272777226E+000, +0.00000000000E+000
+8.94750000000E+008, -2.31265227072E+000, +0.00000000000E+000
+8.97500000000E+008, -2.30242420027E+000, +0.00000000000E+000
+9.00250000000E+008, -2.29224550070E+000, +0.00000000000E+000
+9.03000000000E+008, -2.28230131262E+000, +0.00000000000E+000
+9.05750000000E+008, -2.27259269019E+000, +0.00000000000E+000
+9.08500000000E+008, -2.26317476299E+000, +0.00000000000E+000
+9.11250000000E+008, -2.25370829366E+000, +0.00000000000E+000
+9.14000000000E+008, -2.24475126938E+000, +0.00000000000E+000
+9.16750000000E+008, -2.23599389888E+000, +0.00000000000E+000
+9.19500000000E+008, -2.22723339477E+000, +0.00000000000E+000
+9.22250000000E+008, -2.21833371163E+000, +0.00000000000E+000
+9.25000000000E+008, -2.20936970167E+000, +0.00000000000E+000
+9.27750000000E+008, -2.20033239705E+000, +0.00000000000E+000
+9.30500000000E+008, -2.19120677461E+000, +0.00000000000E+000
+9.33250000000E+008, -2.18186782005E+000, +0.00000000000E+000
+9.36000000000E+008, -2.17268299413E+000, +0.00000000000E+000
+9.38750000000E+008, -2.16352216867E+000, +0.00000000000E+000
+9.41500000000E+008, -2.15434019776E+000, +0.00000000000E+000
+9.44250000000E+008, -2.14539366089E+000, +0.00000000000E+000
+9.47000000000E+008, -2.13699397094E+000, +0.00000000000E+000
+9.49750000000E+008, -2.12864450913E+000, +0.00000000000E+000
+9.52500000000E+008, -2.12062543943E+000, +0.00000000000E+000
+9.55250000000E+008, -2.11302592890E+000, +0.00000000000E+000
+9.58000000000E+008, -2.10557161127E+000, +0.00000000000E+000
+9.60750000000E+008, -2.09813782672E+000, +0.00000000000E+000
+9.63500000000E+008, -2.09079967667E+000, +0.00000000000E+000
+9.66250000000E+008, -2.08323312136E+000, +0.00000000000E+000
+9.69000000000E+008, -2.07570927037E+000, +0.00000000000E+000
+9.71750000000E+008, -2.06802230663E+000, +0.00000000000E+000
+9.74500000000E+008, -2.06010771737E+000, +0.00000000000E+000
+9.77250000000E+008, -2.05237795394E+000, +0.00000000000E+000
+9.80000000000E+008, -2.04432735062E+000, +0.00000000000E+000
+9.82750000000E+008, -2.03619406934E+000, +0.00000000000E+000
+9.85500000000E+008, -2.02827757855E+000, +0.00000000000E+000
+9.88250000000E+008, -2.02059936417E+000, +0.00000000000E+000
+9.91000000000E+008, -2.01322459173E+000, +0.00000000000E+000
+9.93750000000E+008, -2.00614935945E+000, +0.00000000000E+000
+9.96500000000E+008, -1.99945427959E+000, +0.00000000000E+000
+9.99250000000E+008, -1.99275051479E+000, +0.00000000000E+000
+1.00200000000E+009, -1.98651738913E+000, +0.00000000000E+000
+1.00475000000E+009, -1.98036127318E+000, +0.00000000000E+000
+1.00750000000E+009, -1.97420878200E+000, +0.00000000000E+000
+1.01025000000E+009, -1.96817698627E+000, +0.00000000000E+000
+1.01300000000E+009, -1.96213893416E+000, +0.00000000000E+000
+1.01575000000E+009, -1.95559052667E+000, +0.00000000000E+000
+1.01850000000E+009, -1.94923375146E+000, +0.00000000000E+000
+1.02125000000E+009, -1.94237049021E+000, +0.00000000000E+000
+1.02400000000E+009, -1.93545218360E+000, +0.00000000000E+000
+1.02675000000E+009, -1.92882011066E+000, +0.00000000000E+000
+1.02950000000E+009, -1.92236088429E+000, +0.00000000000E+000
+1.03225000000E+009, -1.91624489650E+000, +0.00000000000E+000
+1.03500000000E+009, -1.91073321228E+000, +0.00000000000E+000
+1.03775000000E+009, -1.90536601451E+000, +0.00000000000E+000
+1.04050000000E+009, -1.90045394481E+000, +0.00000000000E+000
+1.04325000000E+009, -1.89581949932E+000, +0.00000000000E+000
+1.04600000000E+009, -1.89099749324E+000, +0.00000000000E+000
+1.04875000000E+009, -1.88656230739E+000, +0.00000000000E+000
+1.05150000000E+009, -1.88195298821E+000, +0.00000000000E+000
+1.05425000000E+009, -1.87699246803E+000, +0.00000000000E+000
+1.05700000000E+009, -1.87174220402E+000, +0.00000000000E+000
+1.05975000000E+009, -1.86639507392E+000, +0.00000000000E+000
+1.06250000000E+009, -1.86088142871E+000, +0.00000000000E+000
+1.06525000000E+009, -1.85545231817E+000, +0.00000000000E+000
+1.06800000000E+009, -1.85048381730E+000, +0.00000000000E+000
+1.07075000000E+009, -1.84556269943E+000, +0.00000000000E+000
+1.07350000000E+009, -1.84108933395E+000, +0.00000000000E+000
+1.07625000000E+009, -1.83684352192E+000, +0.00000000000E+000
+1.07900000000E+009, -1.83255894690E+000, +0.00000000000E+000
+1.08175000000E+009, -1.82831897882E+000, +0.00000000000E+000
+1.08450000000E+009, -1.82429246799E+000, +0.00000000000E+000
+1.08725000000E+009, -1.81987873198E+000, +0.00000000000E+000
+1.09000000000E+009, -1.81571787856E+000, +0.00000000000E+000
+1.09275000000E+009, -1.81123425407E+000, +0.00000000000E+000
+1.09550000000E+009, -1.80640852309E+000, +0.00000000000E+000
+1.09825000000E+009, -1.80163523779E+000, +0.00000000000E+000
+1.10100000000E+009, -1.79690485595E+000, +0.00000000000E+000
+1.10375000000E+009, -1.79221300159E+000, +0.00000000000E+000
+1.10650000000E+009, -1.78782065884E+000, +0.00000000000E+000
+1.10925000000E+009, -1.78344101407E+000, +0.00000000000E+000
+1.11200000000E+009, -1.77923160438E+000, +0.00000000000E+000
+1.11475000000E+009, -1.77529296425E+000, +0.00000000000E+000
+1.11750000000E+009, -1.77149648769E+000, +0.00000000000E+000
+1.12025000000E+009, -1.76791065715E+000, +0.00000000000E+000
+1.12300000000E+009, -1.76471560480E+000, +0.00000000000E+000
+1.12575000000E+009, -1.76150548629E+000, +0.00000000000E+000
+1.12850000000E+009, -1.75832723310E+000, +0.00000000000E+000
+1.13125000000E+009, -1.75502019363E+000, +0.00000000000E+000
+1.13400000000E+009, -1.75186143505E+000, +0.00000000000E+000
+1.13675000000E+009, -1.74846082884E+000, +0.00000000000E+000
+1.13950000000E+009, -1.74492044938E+000, +0.00000000000E+000
+1.14225000000E+009, -1.74094788031E+000, +0.00000000000E+000
+1.14500000000E+009, -1.73701865874E+000, +0.00000000000E+000
+1.14775000000E+009, -1.73298789455E+000, +0.00000000000E+000
+1.15050000000E+009, -1.72917593919E+000, +0.00000000000E+000
+1.15325000000E+009, -1.72524408726E+000, +0.00000000000E+000
+1.15600000000E+009, -1.72180001821E+000, +0.00000000000E+000
+1.15875000000E+009, -1.71824833730E+000, +0.00000000000E+000
+1.16150000000E+009, -1.71522689754E+000, +0.00000000000E+000
+1.16425000000E+009, -1.71246298598E+000, +0.00000000000E+000
+1.16700000000E+009, -1.71014879617E+000, +0.00000000000E+000
+1.16975000000E+009, -1.70791971444E+000, +0.00000000000E+000
+1.17250000000E+009, -1.70562030438E+000, +0.00000000000E+000
+1.17525000000E+009, -1.70337761872E+000, +0.00000000000E+000
+1.17800000000E+009, -1.70089696430E+000, +0.00000000000E+000
+1.18075000000E+009, -1.69814485937E+000, +0.00000000000E+000
+1.18350000000E+009, -1.69500775685E+000, +0.00000000000E+000
+1.18625000000E+009, -1.69180117298E+000, +0.00000000000E+000
+1.18900000000E+009, -1.68846240330E+000, +0.00000000000E+000
+1.19175000000E+009, -1.68492696638E+000, +0.00000000000E+000
+1.19450000000E+009, -1.68147937307E+000, +0.00000000000E+000
+1.19725000000E+009, -1.67829229394E+000, +0.00000000000E+000
+1.20000000000E+009, -1.67591211458E+000, +0.00000000000E+000
+1.20275000000E+009, -1.67379597661E+000, +0.00000000000E+000
+1.20550000000E+009, -1.67232331181E+000, +0.00000000000E+000
+1.20825000000E+009, -1.67131299516E+000, +0.00000000000E+000
+1.21100000000E+009, -1.67061747187E+000, +0.00000000000E+000
+1.21375000000E+009, -1.66997320627E+000, +0.00000000000E+000
+1.21650000000E+009, -1.66927338484E+000, +0.00000000000E+000
+1.21925000000E+009, -1.66838556347E+000, +0.00000000000E+000
+1.22200000000E+009, -1.66719324025E+000, +0.00000000000E+000
+1.22475000000E+009, -1.66557875975E+000, +0.00000000000E+000
+1.22750000000E+009, -1.66383940558E+000, +0.00000000000E+000
+1.23025000000E+009, -1.66179948036E+000, +0.00000000000E+000
+1.23300000000E+009, -1.65982599642E+000, +0.00000000000E+000
+1.23575000000E+009, -1.65785502054E+000, +0.00000000000E+000
+1.23850000000E+009, -1.65609779392E+000, +0.00000000000E+000
+1.24125000000E+009, -1.65510255757E+000, +0.00000000000E+000
+1.24400000000E+009, -1.65410424418E+000, +0.00000000000E+000
+1.24675000000E+009, -1.65350536471E+000, +0.00000000000E+000
+1.24950000000E+009, -1.65324651991E+000, +0.00000000000E+000
